id,company_id,code,name,un_ece_code,un_ece_code_5305,table_code,description,value
pe_cpe_error_2631,,2631,La serie o numero del documento(12) modificado por la Nota de Credito no cumple con el formato establecido para tipo codigo Nota Credito 10.,,,PE.CPE.ERROR,,
pe_cpe_error_2632,,2632,La serie o numero del documento(56) modificado por la Nota de Credito no cumple con el formato establecido para tipo codigo Nota Credito 10.,,,PE.CPE.ERROR,,
pe_cpe_error_2633,,2633,La serie o numero del documento(03) modificado por la Nota de Credito no cumple con el formato establecido para tipo codigo Nota Credito 10.,,,PE.CPE.ERROR,,
pe_cpe_error_2634,,2634,ReferenceID - El dato ingresado debe indicar serie correcta del documento al que se relaciona la Nota tipo 10.,,,PE.CPE.ERROR,,
pe_cpe_error_2635,,2635,Debe existir DocumentTypeCode de Otros documentos relacionados con valor 99 para un tipo codigo Nota Credito 10.,,,PE.CPE.ERROR,,
pe_cpe_error_2636,,2636,No existe datos del ID de los documentos relacionados con valor 99 para un tipo codigo Nota Credito 10.,,,PE.CPE.ERROR,,
pe_cpe_error_2637,,2637,No existe datos del DocumentType de los documentos relacionados con valor 99 para un tipo codigo Nota Credito 10.,,,PE.CPE.ERROR,,
pe_cpe_error_2640,,2640,"Operacion gratuita, solo debe consignar un monto referencial",,,PE.CPE.ERROR,,
pe_cpe_error_2641,,2641,"Operacion gratuita,  debe consignar Total valor venta - operaciones gratuitas  mayor a cero",,,PE.CPE.ERROR,,
pe_cpe_error_2642,,2642,"Operaciones de exportacion, deben consignar Tipo Afectacion igual a 40",,,PE.CPE.ERROR,,
pe_cpe_error_2643,,2643,Factura de operacion sujeta IVAP debe consignar Monto de impuestos por item,,,PE.CPE.ERROR,,
pe_cpe_error_2644,,2644,Comprobante operacion sujeta IVAP solo debe tener ítems con código de afectación del IGV igual a 17,,,PE.CPE.ERROR,,
pe_cpe_error_2645,,2645,Factura de operacion sujeta a IVAP debe consignar items con codigo de tributo 1000,,,PE.CPE.ERROR,,
pe_cpe_error_2646,,2646,Factura de operacion sujeta a IVAP debe consignar  items con nombre  de tributo IVAP,,,PE.CPE.ERROR,,
pe_cpe_error_2647,,2647,Código tributo  UN/ECE debe ser VAT,,,PE.CPE.ERROR,,
pe_cpe_error_2648,,2648,"Factura de operacion sujeta al IVAP, solo puede consignar informacion para operacion gravadas",,,PE.CPE.ERROR,,
pe_cpe_error_2649,,2649,"Operación sujeta al IVAP, debe consignar monto en total operaciones gravadas",,,PE.CPE.ERROR,,
pe_cpe_error_2650,,2650,"Factura de operacion sujeta al IVAP , no debe consignar valor para ISC o debe ser 0",,,PE.CPE.ERROR,,
pe_cpe_error_2651,,2651,"Factura de operacion sujeta al IVAP , no debe consignar valor para IGV o debe ser 0",,,PE.CPE.ERROR,,
pe_cpe_error_2652,,2652,"Factura de operacion sujeta al IVAP , debe registrar mensaje 2007",,,PE.CPE.ERROR,,
pe_cpe_error_2653,,2653,Servicios prestados No domiciliados. Total IGV debe se mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2654,,2654,Servicios prestados No domiciliados. Código tributo a consignar debe ser 1000,,,PE.CPE.ERROR,,
pe_cpe_error_2655,,2655,Servicios prestados No domiciliados. El código de afectación debe ser 40,,,PE.CPE.ERROR,,
pe_cpe_error_2656,,2656,Servicios prestados No domiciliados. Código tributo  UN/ECE debe ser VAT,,,PE.CPE.ERROR,,
pe_cpe_error_2657,,2657,El Nro. de documento ya fué utilizado en la emision de CPE.,,,PE.CPE.ERROR,,
pe_cpe_error_2658,,2658,El Nro. de documento no se ha informado o no se encuentra en estado Revertido,,,PE.CPE.ERROR,,
pe_cpe_error_2659,,2659,"La fecha de cobro de cada documento relacionado deben ser del mismo Periodo (mm/aaaa), asimismo estas fechas podrán ser menores o iguales a la fecha de emisión del comprobante de percepción",,,PE.CPE.ERROR,,
pe_cpe_error_2660,,2660,Los datos del CPE revertido no corresponden a los registrados en la SUNAT,,,PE.CPE.ERROR,,
pe_cpe_error_2661,,2661,"La fecha de cobro de cada documento relacionado deben ser del mismo Periodo (mm/aaaa), asimismo estas fechas podrán ser menores o iguales a la fecha de emisión del comprobante de retencion",,,PE.CPE.ERROR,,
pe_cpe_error_2662,,2662,El Nro. de documento ya fué utilizado en la emision de CRE.,,,PE.CPE.ERROR,,
pe_cpe_error_2663,,2663,El documento indicado no existe no puede ser modificado/eliminado,,,PE.CPE.ERROR,,
pe_cpe_error_2664,,2664,El calculo de la base imponible de percepción y el monto de la percepción no coincide con el monto total informado.,,,PE.CPE.ERROR,,
pe_cpe_error_2665,,2665,El contribuyente no se encuentra autorizado a emitir Tickets,,,PE.CPE.ERROR,,
pe_cpe_error_2666,,2666,Las percepciones son solo válidas para boletas de venta al contado.,,,PE.CPE.ERROR,,
pe_cpe_error_2667,,2667,Importe total percibido debe ser igual a la suma de los importes percibidos por cada documento relacionado.,,,PE.CPE.ERROR,,
pe_cpe_error_2668,,2668,Importe total cobrado debe ser igual a la suma de los importes cobrados por cada documento relacionado.,,,PE.CPE.ERROR,,
pe_cpe_error_2669,,2669,El dato ingresado en TotalInvoiceAmount debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2670,,2670,La razón social no corresponde al ruc informado.,,,PE.CPE.ERROR,,
pe_cpe_error_2671,,2671,La fecha de generación de la comunicación debe ser mayor o igual a la fecha de generación del documento revertido.,,,PE.CPE.ERROR,,
pe_cpe_error_2672,,2672,La fecha de generación del documento revertido debe ser menor o igual a la fecha actual.,,,PE.CPE.ERROR,,
pe_cpe_error_2673,,2673,El dato ingresado no cumple con el formato RR-fecha-correlativo.,,,PE.CPE.ERROR,,
pe_cpe_error_2674,,2674,"El dato ingresado  no cumple con el formato de DocumentSerialID, para DocumentTypeCode con valor 20.",,,PE.CPE.ERROR,,
pe_cpe_error_2675,,2675,"El dato ingresado  no cumple con el formato de DocumentSerialID, para DocumentTypeCode con valor 40.",,,PE.CPE.ERROR,,
pe_cpe_error_2676,,2676,El XML no contiene el tag o no existe información del número de RUC del emisor,,,PE.CPE.ERROR,,
pe_cpe_error_2677,,2677,El valor ingresado como número de RUC del emisor es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2678,,2678,El XML no contiene el atributo o no existe información del tipo de documento del emisor,,,PE.CPE.ERROR,,
pe_cpe_error_2679,,2679,El XML no contiene el tag o no existe información del número de documento de identidad del cliente,,,PE.CPE.ERROR,,
pe_cpe_error_2680,,2680,El valor ingresado como documento de identidad del cliente es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2681,,2681,El XML no contiene el atributo o no existe información del tipo de documento del cliente,,,PE.CPE.ERROR,,
pe_cpe_error_2682,,2682,El valor ingresado como tipo de documento del cliente es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2683,,2683,El XML no contiene el tag o no existe información del Importe total Percibido,,,PE.CPE.ERROR,,
pe_cpe_error_2684,,2684,El XML no contiene el tag o no existe información de la moneda del Importe total Percibido,,,PE.CPE.ERROR,,
pe_cpe_error_2685,,2685,El valor de la moneda del Importe total Percibido debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2686,,2686,El XML no contiene el tag o no existe información del Importe total Cobrado,,,PE.CPE.ERROR,,
pe_cpe_error_2687,,2687,El dato ingresado en SUNATTotalCashed debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2689,,2689,El XML no contiene el tag o no existe información de la moneda del Importe total Cobrado,,,PE.CPE.ERROR,,
pe_cpe_error_2690,,2690,El valor de la moneda del Importe total Cobrado debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2691,,2691,El XML no contiene el tag o no existe información del tipo de documento relacionado,,,PE.CPE.ERROR,,
pe_cpe_error_2692,,2692,El tipo de documento relacionado no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2693,,2693,El XML no contiene el tag o no existe información del número de documento relacionado,,,PE.CPE.ERROR,,
pe_cpe_error_2694,,2694,El número de documento relacionado no está permitido o no es valido,,,PE.CPE.ERROR,,
pe_cpe_error_2695,,2695,El XML no contiene el tag o no existe información del Importe total documento Relacionado,,,PE.CPE.ERROR,,
pe_cpe_error_2696,,2696,El dato ingresado en el importe total documento relacionado debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2697,,2697,El XML no contiene el tag o no existe información del número de cobro,,,PE.CPE.ERROR,,
pe_cpe_error_2698,,2698,El dato ingresado en el número de cobro no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2699,,2699,El XML no contiene el tag o no existe información del Importe del cobro,,,PE.CPE.ERROR,,
pe_cpe_error_2700,,2700,El dato ingresado en el Importe del cobro debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2701,,2701,El XML no contiene el tag o no existe información de la moneda del documento Relacionado,,,PE.CPE.ERROR,,
pe_cpe_error_2702,,2702,El XML no contiene el tag o no existe información de la fecha de cobro del documento Relacionado,,,PE.CPE.ERROR,,
pe_cpe_error_2703,,2703,La fecha de cobro del documento relacionado no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2704,,2704,El XML no contiene el tag o no existe información del Importe percibido,,,PE.CPE.ERROR,,
pe_cpe_error_2705,,2705,El dato ingresado en el Importe percibido debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2706,,2706,El XML no contiene el tag o no existe información de la moneda de importe percibido,,,PE.CPE.ERROR,,
pe_cpe_error_2707,,2707,El valor de la moneda de importe percibido debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2708,,2708,El XML no contiene el tag o no existe información de la Fecha de Percepción,,,PE.CPE.ERROR,,
pe_cpe_error_2709,,2709,La fecha de percepción no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2710,,2710,El XML no contiene el tag o no existe información del Monto total a cobrar,,,PE.CPE.ERROR,,
pe_cpe_error_2711,,2711,El dato ingresado en el Monto total a cobrar debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2712,,2712,El XML no contiene el tag o no existe información de la moneda del Monto total a cobrar,,,PE.CPE.ERROR,,
pe_cpe_error_2713,,2713,El valor de la moneda del Monto total a cobrar debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2714,,2714,El valor de la moneda de referencia para el tipo de cambio no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2715,,2715,El valor de la moneda objetivo para la Tasa de Cambio debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2716,,2716,El dato ingresado en el tipo de cambio debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2717,,2717,La fecha de cambio no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2718,,2718,El valor de la moneda del documento Relacionado no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2719,,2719,El XML no contiene el tag o no existe información de la moneda de referencia para el tipo de cambio,,,PE.CPE.ERROR,,
pe_cpe_error_2720,,2720,El XML no contiene el tag o no existe información de la moneda objetivo para la Tasa de Cambio,,,PE.CPE.ERROR,,
pe_cpe_error_2721,,2721,El XML no contiene el tag o no existe información del tipo de cambio,,,PE.CPE.ERROR,,
pe_cpe_error_2722,,2722,El XML no contiene el tag o no existe información de la fecha de cambio,,,PE.CPE.ERROR,,
pe_cpe_error_2723,,2723,El XML no contiene el tag o no existe información del número de documento de identidad del proveedor,,,PE.CPE.ERROR,,
pe_cpe_error_2724,,2724,El valor ingresado como documento de identidad del proveedor es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2725,,2725,El XML no contiene el tag o no existe información del Importe total Retenido,,,PE.CPE.ERROR,,
pe_cpe_error_2726,,2726,El XML no contiene el tag o no existe información de la moneda del Importe total Retenido,,,PE.CPE.ERROR,,
pe_cpe_error_2727,,2727,El XML no contiene el tag o no existe información de la moneda del Importe total Retenido,,,PE.CPE.ERROR,,
pe_cpe_error_2728,,2728,El valor de la moneda del Importe total Retenido debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2729,,2729,El XML no contiene el tag o no existe información del Importe total Pagado,,,PE.CPE.ERROR,,
pe_cpe_error_2730,,2730,El dato ingresado en SUNATTotalPaid debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2731,,2731,El XML no contiene el tag o no existe información de la moneda del Importe total Pagado,,,PE.CPE.ERROR,,
pe_cpe_error_2732,,2732,El valor de la moneda del Importe total Pagado debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2733,,2733,El XML no contiene el tag o no existe información del número de pago,,,PE.CPE.ERROR,,
pe_cpe_error_2734,,2734,El dato ingresado en el número de pago no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2735,,2735,El XML no contiene el tag o no existe información del Importe del pago,,,PE.CPE.ERROR,,
pe_cpe_error_2736,,2736,El dato ingresado en el Importe del pago debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2737,,2737,El XML no contiene el tag o no existe información de la fecha de pago del documento Relacionado,,,PE.CPE.ERROR,,
pe_cpe_error_2738,,2738,La fecha de pago del documento relacionado no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2739,,2739,El XML no contiene el tag o no existe información del Importe retenido,,,PE.CPE.ERROR,,
pe_cpe_error_2740,,2740,El dato ingresado en el Importe retenido debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2741,,2741,El XML no contiene el tag o no existe información de la moneda de importe retenido,,,PE.CPE.ERROR,,
pe_cpe_error_2742,,2742,El valor de la moneda de importe retenido debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2743,,2743,El XML no contiene el tag o no existe información de la Fecha de Retención,,,PE.CPE.ERROR,,
pe_cpe_error_2744,,2744,La fecha de retención no es válido,,,PE.CPE.ERROR,,
pe_cpe_error_2745,,2745,El XML no contiene el tag o no existe información del Importe total a pagar (neto),,,PE.CPE.ERROR,,
pe_cpe_error_2746,,2746,El dato ingresado en el Importe total a pagar (neto) debe ser numérico mayor a cero,,,PE.CPE.ERROR,,
pe_cpe_error_2747,,2747,El XML no contiene el tag o no existe información de la Moneda del monto neto pagado,,,PE.CPE.ERROR,,
pe_cpe_error_2748,,2748,El valor de la Moneda del monto neto pagado debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2749,,2749,La moneda de referencia para el tipo de cambio debe ser la misma que la del documento relacionado,,,PE.CPE.ERROR,,
pe_cpe_error_2750,,2750,El comprobante que desea revertir no existe.,,,PE.CPE.ERROR,,
pe_cpe_error_2751,,2751,El comprobante fue informado previamente en una reversión.,,,PE.CPE.ERROR,,
pe_cpe_error_2752,,2752,El número de ítem no puede estar duplicado.,,,PE.CPE.ERROR,,
pe_cpe_error_2753,,2753,No debe existir mas de una referencia en guía dada de baja.,,,PE.CPE.ERROR,,
pe_cpe_error_2754,,2754,El tipo de documento de la guia dada de baja es incorrecto (tipo documento = 09).,,,PE.CPE.ERROR,,
pe_cpe_error_2755,,2755,El tipo de documento relacionado es incorrecto (ver catalogo nro 21).,,,PE.CPE.ERROR,,
pe_cpe_error_2756,,2756,El numero de documento relacionado no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2757,,2757,El XML no contiene el tag o no existe información del número de documento de identidad del destinatario.,,,PE.CPE.ERROR,,
pe_cpe_error_2758,,2758,El valor ingresado como numero de documento de identidad del destinatario no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2759,,2759,El XML no contiene el atributo o no existe información del tipo de documento del destinatario.,,,PE.CPE.ERROR,,
pe_cpe_error_2760,,2760,El valor ingresado como tipo de documento del destinatario es incorrecto.,,,PE.CPE.ERROR,,
pe_cpe_error_2761,,2761,El XML no contiene el atributo o no existe información del nombre o razon social del destinatario.,,,PE.CPE.ERROR,,
pe_cpe_error_2762,,2762,El valor ingresado como tipo de documento del nombre o razon social del destinatario es incorrecto.,,,PE.CPE.ERROR,,
pe_cpe_error_2763,,2763,El XML no contiene el tag o no existe información del número de documento de identidad del tercero relacionado.,,,PE.CPE.ERROR,,
pe_cpe_error_2764,,2764,El valor ingresado como numero de documento de identidad del tercero relacionado no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2765,,2765,El XML no contiene el atributo o no existe información del tipo de documento del tercero relacionado.,,,PE.CPE.ERROR,,
pe_cpe_error_2766,,2766,El valor ingresado como tipo de documento del tercero relacionado es incorrecto.,,,PE.CPE.ERROR,,
pe_cpe_error_2767,,2767,"Para importación, el XML no contiene el tag o no existe informacion del numero de DAM.",,,PE.CPE.ERROR,,
pe_cpe_error_2768,,2768,"Para importación, el XML no contiene el tag o no existe informacion del numero de manifiesto de carga.",,,PE.CPE.ERROR,,
pe_cpe_error_2769,,2769,El valor ingresado como numero de DAM no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2770,,2770,El valor ingresado como numero de manifiesto de carga no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2771,,2771,El XML no contiene el atributo o no existe informacion en numero de bultos o pallets obligatorio para importación.,,,PE.CPE.ERROR,,
pe_cpe_error_2772,,2772,El valor ingresado como numero de bultos o pallets no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2773,,2773,El valor ingresado como modalidad de transporte no es correcto.,,,PE.CPE.ERROR,,
pe_cpe_error_2774,,2774,El XML no contiene datos de vehiculo o datos de conductores para una operación de transporte publico completo.,,,PE.CPE.ERROR,,
pe_cpe_error_2775,,2775,El XML no contiene el atributo o no existe informacion del codigo de ubigeo.,,,PE.CPE.ERROR,,
pe_cpe_error_2776,,2776,El valor ingresado como codigo de ubigeo no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2777,,2777,El XML no contiene el atributo o no existe informacion de direccion completa y detallada.,,,PE.CPE.ERROR,,
pe_cpe_error_2778,,2778,El valor ingresado como direccion completa y detallada no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2779,,2779,El XML no contiene el atributo o no existe informacion de cantida de items,,,PE.CPE.ERROR,,
pe_cpe_error_2780,,2780,El valor ingresado en cantidad de items no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2781,,2781,El XML no contiene el atributo o no existe informacion de descripcion del items,,,PE.CPE.ERROR,,
pe_cpe_error_2782,,2782,El valor ingresado en descripcion del items no cumple con el estandar,,,PE.CPE.ERROR,,
pe_cpe_error_2783,,2783,El valor ingresado en codigo del item no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2784,,2784,Debe consignar codigo de regimen de percepcion (sac:AdditionalMonetaryTotal/cbc:ID@schemeID).,,,PE.CPE.ERROR,,
pe_cpe_error_2785,,2785,sac:ReferenceAmount es obligatorio y mayor a cero cuando sac:AdditionalMonetaryTotal/cbc:ID es 2001,,,PE.CPE.ERROR,,
pe_cpe_error_2786,,2786,El dato ingresado en sac:ReferenceAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2787,,2787,Debe consignar la moneda para la Base imponible percepcion.,,,PE.CPE.ERROR,,
pe_cpe_error_2788,,2788,El dato ingresado en moneda de base imponible de la percepcion debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2789,,2789,cbc:PayableAmount es obligatorio y mayor a cero cuando sac:AdditionalMonetaryTotal/cbc:ID es 2001,,,PE.CPE.ERROR,,
pe_cpe_error_2790,,2790,El dato ingresado en cbc:PayableAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2791,,2791,Debe consignar la moneda para el Monto de la percepcion (cbc:PayableAmount/@currencyID),,,PE.CPE.ERROR,,
pe_cpe_error_2792,,2792,El dato ingresado en moneda del monto de cargo/descuento para percepcion debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2793,,2793,sac:TotalAmount es obligatorio y mayor a cero cuando sac:AdditionalMonetaryTotal/cbc:ID es 2001,,,PE.CPE.ERROR,,
pe_cpe_error_2794,,2794,El dato ingresado en sac:TotalAmount no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2795,,2795,Debe consignar la moneda para el Monto Total incluido la percepcion (sac:TotalAmount/@currencyID),,,PE.CPE.ERROR,,
pe_cpe_error_2796,,2796,El dato ingresado en sac:TotalAmount/@currencyID debe ser PEN,,,PE.CPE.ERROR,,
pe_cpe_error_2797,,2797,El Monto de percepcion no puede ser mayor al importe total del comprobante.,,,PE.CPE.ERROR,,
pe_cpe_error_2798,,2798,El Monto de percepcion no tiene el valor correcto según el tipo de percepcion.,,,PE.CPE.ERROR,,
pe_cpe_error_2799,,2799,sac:TotalAmount no tiene el valor correcto cuando sac:AdditionalMonetaryTotal/cbc:ID es 2001,,,PE.CPE.ERROR,,
pe_cpe_error_2800,,2800,El dato ingresado en el tipo de documento de identidad del receptor no esta permitido.,,,PE.CPE.ERROR,,
pe_cpe_error_2801,,2801,El DNI ingresado no cumple con el estandar.,,,PE.CPE.ERROR,,
pe_cpe_error_2802,,2802,El dato ingresado como numero de documento de identidad del receptor no cumple con el formato establecido,,,PE.CPE.ERROR,,
pe_cpe_error_2803,,2803,ID - No cumple con el formato UUID,,,PE.CPE.ERROR,,
pe_cpe_error_2804,,2804,"La fecha de recepcion del comprobante por ose, no debe de ser mayor a la fecha de recepcion de sunat",,,PE.CPE.ERROR,,
pe_cpe_error_2805,,2805,El XML no contiene el tag IssueTime,,,PE.CPE.ERROR,,
pe_cpe_error_2806,,2806,IssueTime - El dato ingresado  no cumple con el patrón hh:mm:ss.sssss,,,PE.CPE.ERROR,,
pe_cpe_error_2807,,2807,El XML no contiene el tag ResponseDate,,,PE.CPE.ERROR,,
pe_cpe_error_2808,,2808,ResponseDate - El dato ingresado  no cumple con el patrón YYYY-MM-DD,,,PE.CPE.ERROR,,
pe_cpe_error_2809,,2809,"La fecha de recepcion del comprobante por ose, no debe de ser mayor a la fecha de comprobacion del ose",,,PE.CPE.ERROR,,
pe_cpe_error_2810,,2810,La fecha de comprobacion del comprobante en OSE no puede ser mayor a la fecha de recepcion en SUNAT.,,,PE.CPE.ERROR,,
pe_cpe_error_2811,,2811,El XML no contiene el tag ResponseTime,,,PE.CPE.ERROR,,
pe_cpe_error_2812,,2812,ResponseTime - El dato ingresado  no cumple con el patrón hh:mm:ss.sssss,,,PE.CPE.ERROR,,
pe_cpe_error_2813,,2813,El XML no contiene el tag o no existe información del Número de documento de identificación del que envía el CPE (emisor o PSE),,,PE.CPE.ERROR,,
pe_cpe_error_2814,,2814,El valor ingresado como Número de documento de identificación del que envía el CPE (emisor o PSE) es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2816,,2816,El XML no contiene el atributo schemeID o no existe información del Tipo de documento de identidad del que envía el CPE (emisor o PSE),,,PE.CPE.ERROR,,
pe_cpe_error_2817,,2817,El valor ingresado como Tipo de documento de identidad del que envía el CPE (emisor o PSE) es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2818,,2818,El XML no contiene el atributo schemeAgencyName o no existe información del Tipo de documento de identidad del que envía el CPE (emisor o PSE),,,PE.CPE.ERROR,,
pe_cpe_error_2819,,2819,El valor ingresado en el atributo schemeAgencyName del Tipo de documento de identidad del que envía el CPE (emisor o PSE) es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2820,,2820,El XML no contiene el atributo schemeURI o no existe información del Tipo de documento de identidad del que envía el CPE (emisor o PSE),,,PE.CPE.ERROR,,
pe_cpe_error_2821,,2821,El valor ingresado en el atributo schemeURI del Tipo de documento de identidad del que envía el CPE (emisor o PSE) es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2822,,2822,El XML no contiene el tag o no existe información del Número de documento de identificación del OSE,,,PE.CPE.ERROR,,
pe_cpe_error_2823,,2823,El valor ingresado como Número de documento de identificación del OSE es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2824,,2824,El certificado digital con el que se firma el CDR OSE no corresponde con el RUC del OSE informado,,,PE.CPE.ERROR,,
pe_cpe_error_2825,,2825,El Número de documento de identificación del OSE informado no esta registrado en el padron.,,,PE.CPE.ERROR,,
pe_cpe_error_2826,,2826,El XML no contiene el atributo schemeID o no existe información del Tipo de documento de identidad del OSE,,,PE.CPE.ERROR,,
pe_cpe_error_2827,,2827,El valor ingresado como Tipo de documento de identidad del OSE es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2828,,2828,El XML no contiene el atributo schemeAgencyName o no existe información del Tipo de documento de identidad del OSE,,,PE.CPE.ERROR,,
pe_cpe_error_2829,,2829,El valor ingresado en el atributo schemeAgencyName del Tipo de documento de identidad del OSE es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2830,,2830,El XML no contiene el atributo schemeURI o no existe información del Tipo de documento de identidad del OSE,,,PE.CPE.ERROR,,
pe_cpe_error_2831,,2831,El valor ingresado en el atributo schemeURI del Tipo de documento de identidad del OSE es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2832,,2832,El XML no contiene el tag o no existe información del Código de Respuesta,,,PE.CPE.ERROR,,
pe_cpe_error_2833,,2833,El valor ingresado como Código de Respuesta es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2834,,2834,El XML no contiene el atributo listAgencyName o no existe información del Código de Respuesta,,,PE.CPE.ERROR,,
pe_cpe_error_2835,,2835,El valor ingresado en el atributo listAgencyName del Código de Respuesta es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2836,,2836,El XML no contiene el tag o no existe información de la Descripción de la Respuesta,,,PE.CPE.ERROR,,
pe_cpe_error_2837,,2837,El valor ingresado como Descripción de la Respuesta es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2838,,2838,El valor ingresado como Código de observación es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2839,,2839,El XML no contiene el atributo listURI o no existe información del Código de observación,,,PE.CPE.ERROR,,
pe_cpe_error_2840,,2840,El valor ingresado en el atributo listURI del Código de observación es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2841,,2841,El XML no contiene el tag o no existe información de la Descripción de la observación,,,PE.CPE.ERROR,,
pe_cpe_error_2842,,2842,El valor ingresado como Descripción de la observación es incorrecto,,,PE.CPE.ERROR,,
pe_cpe_error_2843,,2843,"Se ha encontrado mas de una Descripción de la observación, tag cac:Response/cac:Status/cbc:StatusReason",,,PE.CPE.ERROR,,
pe_cpe_error_2844,,2844,No se encontro el tag cbc:StatusReasonCode cuando ingresó la Descripción de la observación,,,PE.CPE.ERROR,,
pe_cpe_error_2845,,2845,El XML contiene mas de un elemento cac:DocumentReference,,,PE.CPE.ERROR,,
pe_cpe_error_2846,,2846,El XML no contiene informacion en el tag cac:DocumentReference/cbc:ID,,,PE.CPE.ERROR,,
pe_cpe_error_2848,,2848,El valor ingresado como Serie y número del comprobante no corresponde con el del comprobante,,,PE.CPE.ERROR,,
pe_cpe_error_2849,,2849,El XML no contiene el tag o no existe información de la Fecha de emisión del comprobante,,,PE.CPE.ERROR,,
pe_cpe_error_2851,,2851,El valor ingresado como Fecha de emisión del comprobante no corresponde con el del comprobante,,,PE.CPE.ERROR,,
pe_cpe_error_2852,,2852,El XML no contiene el tag o no existe información de la Hora de emisión del comprobante,,,PE.CPE.ERROR,,
pe_cpe_error_2853,,2853,El valor ingresado como Hora de emisión del comprobante no cumple con el patrón hh:mm:ss.sssss,,,PE.CPE.ERROR,,
pe_cpe_error_2854,,2854,El valor ingresado como Hora de emisión del comprobante no corresponde con el del comprobante,,,PE.CPE.ERROR,,
pe_cpe_error_2855,,2855,El XML no contiene el tag o no existe información del Tipo de comprobante,,,PE.CPE.ERROR,,
pe_cpe_error_2856,,2856,El valor ingresado como Tipo de comprobante es incorrecto,,,PE.CPE.ERROR,,
